id,palabra,word,alegria_m,alegria_sd,ira_m,ira_sd,tristeza_m,tristeza_sd,miedo_m,miedo_sd,asco_m,asco_sd,categoria_palabradecimal
1,"abandonado","derelict",1.03,0.18,2.83,1.46,4.30,0.84,3.33,1.52,1.77,1.19,1
2,"abanico","fan",2.67,1.32,1.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,1
3,"abeja","bee",1.47,0.86,1.97,1.16,1.47,0.97,3.53,1.36,2.07,1.20,1
4,"abejas","bees",1.37,0.76,2.00,1.20,1.17,0.46,3.47,1.14,2.20,1.37,1
5,"abejorro","bumblebee",1.14,0.58,1.59,1.09,1.14,0.44,3.48,1.35,2.10,1.47,1
6,"abnegación","abnegation",1.44,0.89,1.69,1.01,2.00,1.10,1.94,1.24,1.31,0.60,1
7,"abogada","lawyer",1.57,0.94,1.93,1.23,1.37,0.89,2.03,1.22,1.50,0.94,1
8,"abogado","lawyer",1.83,1.05,1.73,1.01,1.40,0.77,1.60,0.89,1.53,0.78,1
9,"aborto","abortion",1.67,1.06,1.87,1.11,3.50,1.50,2.90,1.56,1.70,1.21,1
10,"abrasador","scorching",1.37,0.76,1.77,1.25,1.53,0.94,2.17,1.15,1.50,1.01,1
11,"abrigo","coat",2.50,1.17,1.03,0.18,1.53,0.86,1.07,0.25,1.13,0.43,1
12,"abrumado","overwhelmed",1.50,0.97,2.27,1.41,2.67,1.45,2.50,1.25,1.27,0.78,1
13,"abstinente","abstinent",1.48,0.75,1.67,1.14,1.89,1.19,1.70,1.14,1.48,1.12,3
14,"absurdo","absurd",1.63,1.07,2.17,1.34,1.83,1.09,1.57,0.90,1.23,0.57,1
15,"abuela","grandmother",4.33,0.96,1.13,0.43,2.30,1.32,1.67,1.21,1.10,0.55,1
16,"abuelo","grandfather",4.60,0.72,1.07,0.25,2.60,1.43,1.20,0.48,1.10,0.55,1
17,"abundancia","abundance",3.67,1.12,1.20,0.48,1.37,0.76,1.73,1.08,1.20,0.55,1
18,"aburrido","bored",1.03,0.18,1.40,0.77,2.90,1.49,1.17,0.53,1.33,0.88,3
19,"accidente","accident",1.03,0.18,3.13,1.17,4.17,0.87,3.83,1.21,1.80,1.00,1
20,"acción","action",2.80,1.13,1.73,1.01,1.57,0.97,2.27,1.11,1.40,0.72,1
21,"acelerador","accelerator",1.90,1.16,1.37,0.72,1.23,0.50,1.90,0.92,1.07,0.25,1
22,"acento","accent",2.67,1.54,1.47,0.86,1.27,0.64,1.27,0.64,1.27,0.64,1
23,"acidez","acidity",1.17,0.59,1.63,1.03,1.57,0.82,1.53,0.82,2.77,1.14,1
24,"ácido","sour",1.17,0.53,1.83,1.23,1.63,1.07,2.47,1.48,2.20,1.24,1
25,"acierto","success",4.07,0.94,1.10,0.40,1.03,0.18,1.17,0.59,1.03,0.18,1
26,"acogedor","cozy",4.07,0.94,1.10,0.40,1.20,0.55,1.13,0.43,1.10,0.40,1
27,"acontecimiento","event",2.50,1.04,1.37,0.72,1.57,0.90,1.63,0.81,1.20,0.61,1
28,"acoso","harassment",1.13,0.51,3.90,1.30,3.70,1.47,3.93,1.34,4.07,1.08,1
29,"acre","pungent",1.00,0.00,1.25,0.62,1.25,0.45,1.17,0.58,1.42,1.00,1
30,"activar","activate",2.53,1.17,1.33,0.61,1.13,0.35,1.40,0.77,1.10,0.31,1
31,"acto","event",2.03,1.16,1.27,0.69,1.17,0.46,1.43,0.82,1.13,0.51,1
32,"actriz","actress",2.53,1.14,1.23,0.68,1.37,0.72,1.10,0.40,1.27,0.69,1
33,"acuerdo","agreement",3.30,1.06,1.10,0.31,1.00,0.00,1.47,0.73,1.10,0.31,1
34,"acurrucarse","snuggle",3.90,1.30,1.07,0.25,1.83,1.18,1.60,1.22,1.07,0.25,2
35,"ademán","gesture",1.45,0.96,1.68,1.04,1.36,0.79,2.00,1.20,1.36,0.73,1
36,"adicción","addiction",1.10,0.31,2.50,1.41,3.23,1.17,3.57,1.43,2.90,1.32,1
37,"adicto","addict",1.30,0.60,2.33,1.30,3.60,1.22,2.97,1.35,2.23,1.50,1
38,"adinerado","wealthy",3.00,1.23,1.87,1.25,1.40,0.77,1.40,0.77,1.73,1.08,3
39,"adiós","bye-bye",1.33,0.71,2.33,1.30,4.17,0.91,3.67,1.35,1.43,0.94,1
40,"admiración","admiration",3.67,1.12,1.30,0.79,1.37,0.72,1.43,0.73,1.20,0.61,1
41,"admirado","admired",3.77,0.97,1.23,0.57,1.30,0.75,1.57,0.86,1.27,0.52,1
42,"adolescente","teenager",2.83,1.23,1.83,1.18,1.97,1.10,1.70,1.06,1.40,0.72,1
43,"adopción","adoption",3.53,1.38,1.17,0.46,1.77,1.01,1.77,0.77,1.03,0.18,1
44,"adorable","adorable",4.43,0.68,1.03,0.18,1.03,0.18,1.03,0.18,1.03,0.18,1
45,"adoración","worship",2.97,1.33,1.60,1.10,1.50,0.90,1.60,0.97,1.43,0.86,1
46,"adulto","adult",2.11,1.20,1.57,1.00,1.89,1.29,2.04,1.23,1.36,0.83,1
47,"adversario","adversary",2.03,1.22,2.50,1.38,1.77,1.10,2.63,1.13,1.90,1.06,1
48,"aeropuerto","airport",3.27,0.98,1.13,0.35,2.20,1.37,1.70,0.95,1.17,0.38,1
49,"afectar","impair",1.33,0.71,1.57,0.97,3.00,1.08,2.20,1.32,1.10,0.40,2
50,"afecto","affection",4.37,0.81,1.20,0.61,1.50,0.94,1.43,0.94,1.03,0.18,1
51,"afianzar","secure",1.90,1.35,1.17,0.47,1.31,0.66,1.52,1.02,1.14,0.58,2
52,"afligido","distressed",1.10,0.41,1.97,1.02,4.10,0.94,2.55,1.30,1.48,0.87,1
53,"afortunado","lucky",4.10,0.99,1.33,0.80,1.13,0.43,1.07,0.25,1.07,0.25,1
54,"agente","agent",1.43,0.73,1.87,1.14,1.37,0.72,2.07,1.11,1.77,1.25,1
55,"agilidad","agility",3.07,1.20,1.10,0.40,1.13,0.57,1.13,0.43,1.03,0.18,1
56,"agobiado","burdened",1.07,0.25,2.77,1.19,2.57,1.36,2.30,1.32,1.57,1.01,1
57,"agonía","agony",1.07,0.25,2.20,1.30,3.60,1.22,3.07,1.44,2.03,1.19,1
58,"agradecido","grateful",4.30,0.84,1.03,0.18,1.10,0.40,1.07,0.25,1.03,0.18,1
59,"agresión","assault",1.10,0.31,4.31,1.04,3.48,1.38,3.93,1.13,3.41,1.55,1
60,"agresividad","aggressiveness",1.30,0.84,4.40,0.86,3.43,1.48,3.87,1.14,3.20,1.58,1
61,"agresivo","aggressive",1.23,0.57,3.90,1.30,2.87,1.41,3.40,1.50,2.23,1.57,3
62,"agricultor","farmer",2.17,1.23,1.20,0.66,1.50,0.86,1.30,0.79,1.20,0.55,1
63,"aguanieve","slush",2.27,1.28,1.03,0.18,1.30,0.70,1.10,0.31,1.00,0.00,1
64,"aguardiente","brandy",2.17,1.18,1.27,0.52,1.37,0.72,1.50,0.78,2.43,1.38,1
65,"agudo","sharp",1.53,0.90,1.57,1.17,1.40,0.93,1.73,1.05,1.37,0.89,1
66,"águila","eagle",2.07,1.17,1.30,0.75,1.13,0.51,2.27,1.11,1.37,0.76,1
67,"aguja","needle",1.13,0.35,1.50,1.07,1.37,0.85,2.17,1.29,1.60,1.04,1
68,"ahogarse","drown",1.03,0.18,2.23,1.45,3.43,1.38,4.57,0.86,1.47,1.07,2
69,"ahorrar","save",2.53,1.33,1.17,0.53,1.37,0.67,1.23,0.50,1.07,0.37,2
70,"aire","air",2.87,1.48,1.13,0.57,1.13,0.43,1.10,0.31,1.10,0.55,1
71,"aislamiento","isolation",1.10,0.40,2.37,1.54,3.77,1.25,4.00,1.23,1.83,1.32,1
72,"ajedrez","chess",2.10,1.24,1.47,1.04,1.47,0.90,1.27,0.58,1.03,0.18,1
73,"alambrada","wire fence",1.20,0.76,1.93,1.28,2.20,1.24,2.03,1.10,1.53,1.04,1
74,"alambre","wire",1.17,0.53,1.40,0.77,1.67,0.99,1.83,1.12,1.23,0.63,1
75,"alba","dawn",3.13,1.14,1.07,0.37,1.53,0.90,1.00,0.00,1.00,0.00,1
76,"albañil","builder",1.73,1.08,1.23,0.57,1.43,0.68,1.33,0.66,1.43,0.86,1
77,"albergue","hostel",2.90,1.37,1.37,0.85,1.53,1.01,1.73,0.87,1.87,0.94,1
78,"alcaldesa","mayor",1.43,0.82,2.13,1.43,1.43,0.90,1.23,0.63,1.93,1.41,1
79,"alce","elk",2.39,1.20,1.11,0.42,1.18,0.48,2.21,1.20,1.14,0.52,1
80,"alcohólico","alcoholic",1.27,0.64,2.63,1.63,3.90,0.92,2.63,1.33,2.47,1.50,3
81,"alegre","merry",4.83,0.38,1.10,0.40,1.10,0.40,1.23,0.57,1.03,0.18,1
82,"alergia","allergy",2.43,1.89,1.89,1.40,2.00,1.41,2.00,1.41,2.21,1.55,1
83,"alerta","alert",1.40,0.77,1.57,0.90,1.50,0.90,3.00,1.34,1.33,0.80,1
84,"alfiler","pin",1.50,1.11,1.53,0.78,1.60,0.97,2.53,1.28,1.30,0.75,1
85,"alfombra","carpet",1.60,0.86,1.20,0.61,1.30,0.79,1.13,0.51,2.03,1.10,1
86,"alianza","alliance",3.10,1.21,1.40,0.72,1.30,0.53,2.00,1.11,1.23,0.43,1
87,"alicates","pliers",1.31,0.76,1.45,0.87,1.17,0.54,1.83,1.04,1.21,0.62,1
88,"aliento","breath",1.43,0.68,1.60,1.16,1.73,1.20,1.80,1.21,2.50,1.31,1
89,"alivio","relief",3.70,1.12,1.07,0.25,1.23,0.63,1.37,0.56,1.03,0.18,1
90,"alma","soul",2.70,1.37,1.57,1.10,1.97,1.16,1.90,0.88,1.27,0.74,1
91,"almeja","clam",1.72,1.16,1.00,0.00,1.03,0.19,1.10,0.41,1.69,1.14,1
92,"almohada","pillow",3.03,1.50,1.03,0.18,1.20,0.66,1.03,0.18,1.07,0.25,1
93,"altercado","altercation",1.07,0.26,2.79,1.32,2.25,1.27,2.93,1.27,1.64,1.03,1
94,"aluminio","aluminum",1.07,0.37,1.07,0.37,1.03,0.18,1.07,0.25,1.00,0.00,1
95,"alumno","student",2.67,1.35,1.40,0.86,1.47,0.78,1.57,0.97,1.37,0.72,1
96,"amabilidad","kindness",4.03,1.03,1.23,0.50,1.03,0.18,1.13,0.43,1.13,0.43,1
97,"amable","kind",4.37,1.00,1.10,0.31,1.23,0.50,1.27,0.52,1.13,0.35,1
98,"amado","loved",4.33,0.88,1.40,0.72,1.37,0.72,1.97,1.07,1.07,0.37,3
99,"amanecer","sunrise",4.07,0.94,1.07,0.25,1.77,1.01,1.40,0.97,1.03,0.18,1
100,"amante","lover",2.97,1.38,2.20,1.21,2.00,1.31,2.23,1.30,1.83,1.15,1
101,"amarillo","yellow",2.07,1.23,1.20,0.61,1.07,0.25,1.17,0.59,1.13,0.57,3
102,"ambición","ambition",2.73,1.31,1.80,0.96,1.67,1.12,1.93,1.14,1.80,1.13,1
103,"ambiente","atmosphere",2.77,1.25,1.57,1.01,1.53,0.82,1.53,0.97,1.57,1.07,1
104,"ambulancia","ambulance",1.07,0.25,1.43,1.04,3.07,1.26,3.03,1.35,1.23,0.68,1
105,"amenaza","menace",1.03,0.18,2.73,1.17,2.33,1.42,3.77,1.19,1.70,0.95,1
106,"ametralladora","machine gun",1.23,0.82,4.07,1.26,3.63,1.38,4.40,1.00,3.47,1.48,1
107,"amiga","friend",4.10,1.18,1.33,0.66,1.90,1.16,1.53,0.73,1.20,0.66,1
108,"amigable","friendly",4.17,1.29,1.20,0.66,1.13,0.51,1.23,0.57,1.10,0.40,1
109,"amigo","friend",4.53,0.73,1.20,0.48,1.53,0.94,1.57,0.94,1.13,0.51,3
110,"amor","love",4.70,0.60,1.63,1.16,2.23,1.33,2.60,1.50,1.07,0.25,1
111,"ampliación","extension",2.40,1.43,1.37,0.81,1.40,0.93,1.57,1.01,1.30,0.88,1
112,"amplitud","amplitude",2.57,1.30,1.33,0.88,1.57,1.10,2.00,1.26,1.47,0.82,1
113,"ampolla","blister",1.00,0.00,1.97,1.35,1.87,1.14,1.67,1.06,3.40,1.00,1
114,"análisis","analysis",1.40,0.67,1.70,1.12,1.70,0.95,3.10,1.30,1.83,1.15,1
115,"analista","analyst",1.69,1.07,1.28,0.59,1.34,0.72,1.86,1.19,1.38,0.62,1
116,"analogía","analogy",1.41,0.87,1.10,0.41,1.14,0.35,1.14,0.35,1.03,0.19,1
117,"anciano","elderly",2.70,1.26,1.10,0.40,2.63,1.07,1.27,0.69,1.17,0.46,3
118,"anfitrión","host",3.69,1.26,1.21,0.68,1.03,0.19,1.31,0.54,1.17,0.54,1
119,"ángel","angel",3.10,1.54,1.17,0.59,1.50,0.94,1.07,0.25,1.13,0.57,1
120,"anguila","eel",1.24,0.64,1.21,0.49,1.21,0.49,2.62,1.45,2.83,1.58,1
121,"angustia","distress",1.00,0.00,2.53,1.20,3.57,1.04,3.50,1.17,1.90,1.21,1
122,"angustiado","anguished",1.07,0.25,2.33,1.30,3.60,1.25,3.63,1.25,1.80,1.10,1
123,"anhelo","desire",1.83,1.05,1.67,0.92,3.60,1.22,2.33,1.32,1.33,0.66,1
124,"anillo","ring",2.70,1.42,1.07,0.37,1.27,0.74,1.30,0.75,1.20,0.66,1
125,"ánimo","cheer",4.10,0.88,1.27,0.64,1.50,0.86,1.23,0.68,1.07,0.25,1
126,"anorak","anorak",2.13,1.17,1.30,0.75,1.57,1.01,1.07,0.37,1.23,0.57,1
127,"ansioso","anxious",1.33,0.92,2.23,1.50,2.47,1.46,2.80,1.42,1.43,1.01,1
128,"antecedente","antecedent",1.73,1.20,1.60,1.13,1.77,1.07,1.90,1.16,1.43,1.01,1
129,"antena","antenna",1.47,0.94,1.17,0.53,1.10,0.40,1.20,0.61,1.10,0.40,1
130,"anticuario","antiquarian",1.66,1.08,1.03,0.19,1.76,1.12,1.14,0.35,1.17,0.47,1
131,"antorcha","torch",2.13,1.22,1.47,0.86,1.50,0.90,2.20,1.10,1.23,0.73,1
132,"antropólogo","anthropologist",1.90,1.06,1.13,0.43,1.13,0.51,1.20,0.55,1.13,0.35,1
133,"añoranza","yearning",1.43,0.97,1.87,1.38,4.03,1.07,2.80,1.47,1.50,1.22,1
134,"apariencia","appearance",1.53,1.01,1.53,0.94,1.97,1.10,1.70,0.99,2.23,1.04,1
135,"apartamento","apartment",2.97,1.30,1.23,0.73,1.43,0.77,1.47,0.86,1.37,0.85,1
136,"aplastado","crushed",1.17,0.53,2.17,1.32,2.70,1.29,2.73,1.48,2.17,1.26,1
137,"aplauso","applause",4.03,0.85,1.23,0.57,1.20,0.55,1.33,0.61,1.17,0.46,1
138,"aprecio","appreciation",3.93,1.05,1.27,0.83,1.40,0.67,1.50,0.94,1.30,0.84,1
139,"aprender","learn",3.93,1.23,1.23,0.82,1.47,0.94,1.80,1.06,1.17,0.46,2
140,"aprobación","acceptance",4.00,0.74,1.27,0.58,1.43,0.90,2.17,1.26,1.27,0.58,1
141,"aptitud","aptitude",3.47,1.36,1.10,0.40,1.03,0.18,1.13,0.35,1.10,0.40,1
142,"apuros","hardship",1.13,0.51,2.13,1.28,2.33,1.30,3.10,1.40,1.40,0.81,1
143,"árbitro","referee",1.30,0.60,2.17,1.18,1.37,0.72,1.10,0.40,1.33,0.76,1
144,"árbol","tree",3.07,1.57,1.03,0.18,1.37,0.67,1.03,0.18,1.03,0.18,1
145,"archivador","folder",1.43,0.90,1.27,0.74,1.23,0.73,1.13,0.51,1.13,0.51,1
146,"arco","arch",1.43,0.82,1.40,0.81,1.37,0.96,1.97,1.16,1.07,0.37,1
147,"arcoíris","rainbow",4.03,1.22,1.00,0.00,1.03,0.18,1.00,0.00,1.13,0.73,1
148,"ardilla","squirrel",3.40,1.28,1.00,0.00,1.13,0.51,1.13,0.35,1.10,0.31,1
149,"argumento","argument",2.37,1.27,1.57,0.90,1.50,1.04,1.80,0.89,1.30,0.65,1
150,"arma","weapon",1.20,0.81,3.33,1.32,3.20,1.54,3.70,1.32,2.27,1.44,1
151,"armario","cabinet",1.83,1.09,1.30,0.88,1.33,0.88,1.47,0.94,1.20,0.61,1
152,"arqueólogo","archaeologist",2.17,1.18,1.13,0.43,1.07,0.37,1.20,0.55,1.07,0.37,1
153,"arquitecto","architect",2.10,1.21,1.20,0.55,1.27,0.83,1.17,0.65,1.27,0.64,1
154,"arrebatar","snatch",1.27,0.78,3.43,1.48,3.17,1.39,3.07,1.23,1.93,1.05,1
155,"arrepentido","repentant",1.40,0.72,1.83,1.21,3.03,1.47,1.70,1.12,1.37,0.81,1
156,"arrogante","arrogant",1.00,0.00,3.27,1.34,2.27,1.41,1.63,1.13,3.03,1.47,1
157,"arroyo","stream",2.04,1.14,1.25,0.59,1.61,1.17,1.64,1.03,1.29,0.76,1
158,"arte","art",3.63,1.27,1.60,1.00,1.97,1.35,1.50,0.86,1.47,0.90,1
159,"artefacto","artifact",1.37,0.81,1.73,1.31,1.67,1.15,2.60,1.65,1.47,0.97,1
160,"artesana","artisan",2.53,1.38,1.00,0.00,1.17,0.65,1.00,0.00,1.07,0.25,1
161,"artista","artist",3.37,1.19,1.23,0.68,1.50,0.86,1.13,0.35,1.07,0.25,1
162,"as","ace",2.84,1.60,1.68,1.11,1.28,0.61,1.56,0.87,1.32,0.69,1
163,"asalariada","salaried",3.20,1.30,1.57,0.73,1.53,0.78,1.60,0.81,1.23,0.50,1
164,"ascender","ascend",3.73,1.31,1.13,0.43,1.53,1.01,2.07,1.01,1.13,0.43,1
165,"ascensor","elevator",1.40,0.67,1.20,0.55,1.17,0.53,1.73,0.87,1.23,0.57,1
166,"asediado","embattled",1.15,0.61,2.62,1.50,3.00,1.55,3.19,1.50,1.96,1.34,1
167,"asesina","killer",1.13,0.73,3.27,1.41,2.57,1.30,4.07,1.08,2.53,1.43,1
168,"asesinar","assassin",1.00,0.00,4.13,0.97,3.73,1.14,4.23,1.19,2.83,1.34,1
169,"asesinato","murder",1.10,0.40,3.90,1.37,3.93,1.28,4.13,1.04,3.20,1.45,1
170,"asesino","killer",1.00,0.00,4.13,1.14,3.80,1.37,4.37,0.93,3.93,1.36,3
171,"asesor","advisor",1.73,1.11,1.07,0.25,1.17,0.59,1.27,0.78,1.23,0.43,1
172,"asesora","adviser",2.13,1.11,1.47,0.86,1.53,1.07,1.60,0.86,1.30,0.60,1
173,"asfalto","asphalt",1.43,0.86,1.57,1.10,1.63,1.16,1.80,1.19,1.93,1.23,1
174,"asfixiarse","suffocate",1.07,0.37,2.77,1.43,3.33,1.42,4.77,0.57,2.00,1.11,2
175,"asiento","seat",1.90,1.21,1.23,0.57,1.27,0.74,1.27,0.74,1.30,0.60,1
176,"asilo","asylum",1.64,0.91,1.82,1.19,3.68,1.19,2.89,1.31,1.68,1.22,1
177,"asistenta","housekeeper",2.13,1.43,1.23,0.63,1.77,1.04,1.37,0.61,1.20,0.48,1
178,"asno","donkey",2.33,1.30,1.17,0.59,1.43,0.68,1.30,0.65,1.33,0.80,1
179,"asombrado","astonished",2.43,1.33,1.33,0.76,1.27,0.64,1.67,1.06,1.17,0.46,1
180,"áspero","rough",1.10,0.40,1.40,0.72,1.40,0.62,1.23,0.68,2.20,1.24,1
181,"asqueado","disgusted",1.03,0.19,2.28,1.31,2.41,1.05,1.59,1.05,3.48,1.64,1
182,"asqueroso","nasty",1.20,0.81,1.93,1.05,1.63,1.03,1.90,1.27,4.23,1.10,3
183,"astronauta","astronaut",2.30,1.37,1.13,0.51,1.40,0.81,1.73,1.08,1.10,0.40,1
184,"asunto","issue",1.57,0.94,1.33,0.71,1.40,0.72,1.67,0.80,1.10,0.40,1
185,"asustado","scared",1.03,0.18,1.87,1.17,2.97,1.30,3.73,1.36,1.23,0.77,1
186,"atentado","attack",1.00,0.00,3.87,1.22,4.23,1.04,4.43,0.68,2.83,1.42,1
187,"aterrorizado","terrified",1.10,0.40,2.47,1.38,2.63,1.27,4.77,0.50,1.70,0.99,1
188,"ático","penthouse",3.10,1.35,1.03,0.18,1.27,0.58,1.47,0.68,1.03,0.18,1
189,"atleta","athlete",2.47,1.22,1.07,0.37,1.03,0.18,1.00,0.00,1.03,0.18,1
190,"atracador","robber",1.03,0.18,3.20,1.37,2.50,1.36,3.97,1.19,2.17,1.62,1
191,"atracción","attraction",3.79,0.98,1.17,0.54,1.69,1.14,2.28,1.39,1.24,0.51,1
192,"atraco","robbery",1.03,0.18,3.43,1.33,2.73,1.28,4.20,1.06,2.23,1.55,1
193,"atraer","attract",3.23,1.38,1.10,0.40,1.33,0.71,1.67,0.99,1.10,0.31,1
194,"atrevido","bold",2.73,1.28,1.33,0.92,1.03,0.18,1.67,1.06,1.13,0.73,1
195,"atrocidad","outrage",1.04,0.19,3.70,1.44,3.44,1.31,3.59,1.34,3.07,1.66,1
196,"atún","tuna",2.00,1.23,1.07,0.37,1.13,0.43,1.27,0.64,1.67,1.09,1
197,"aumento","increase",2.90,1.27,1.60,1.10,1.70,0.84,1.90,1.06,1.40,0.86,1
198,"aurora","daylight",3.57,1.30,1.10,0.31,1.50,1.07,1.07,0.25,1.03,0.18,1
199,"autobús","bus",1.63,1.03,1.50,0.86,1.57,0.97,1.47,0.90,1.53,0.90,1
200,"autoridad","authority",1.50,0.73,2.53,1.20,1.50,0.78,2.50,1.11,1.97,1.22,1
201,"auxilio","help",1.60,1.00,1.53,0.86,2.67,1.03,2.77,1.17,1.23,0.57,1
202,"avalancha","avalanche",1.17,0.59,1.70,1.12,1.83,1.34,3.73,1.23,1.30,0.79,1
203,"avance","advance",3.23,1.38,1.33,0.92,1.43,0.86,2.27,1.39,1.10,0.40,1
204,"avaricia","greed",1.13,0.43,3.30,1.37,2.77,1.28,1.87,1.28,3.10,1.49,1
205,"avenida","avenue",1.83,1.18,1.07,0.25,1.10,0.40,1.23,0.43,1.10,0.55,1
206,"aventura","adventure",4.40,0.62,1.13,0.51,1.27,0.64,2.73,0.87,1.10,0.31,1
207,"avergonzado","shamed",1.20,0.48,2.33,1.32,3.03,1.30,3.00,1.26,1.60,1.04,1
208,"avestruz","ostrich",2.03,1.13,1.17,0.53,1.07,0.37,1.87,1.14,1.40,0.81,1
209,"avión","plane",2.83,1.32,1.20,0.55,1.27,0.58,2.43,1.19,1.07,0.37,1
210,"avispa","wasp",1.03,0.18,2.27,1.31,1.47,0.90,4.07,0.74,2.97,1.43,1
211,"ayuda","help",3.03,1.33,1.43,0.94,2.23,1.33,2.27,1.39,1.30,0.75,1
212,"ayudar","help",4.37,0.81,1.10,0.40,1.30,0.53,1.23,0.57,1.13,0.51,1
213,"ayuntamiento","city hall",1.33,0.71,2.10,1.27,1.50,0.86,1.60,0.86,1.67,0.88,1
214,"azada","hoe",1.47,0.90,1.37,0.83,1.26,0.56,2.26,1.10,1.37,0.68,1
215,"azafata","stewardess",2.55,1.45,1.41,0.87,1.24,0.58,1.31,0.76,1.28,0.59,1
216,"azar","random",2.10,1.16,1.63,0.93,1.63,0.93,2.43,1.25,1.23,0.63,1
217,"azúcar","sugar",2.97,1.19,1.00,0.00,1.30,0.75,1.17,0.46,1.03,0.18,1
218,"azul","blue",2.87,1.22,1.00,0.00,1.43,0.82,1.07,0.37,1.00,0.00,1
219,"bacteria","bacterium",1.23,0.50,1.77,1.19,1.93,1.26,2.90,1.42,2.97,1.43,1
220,"bailarín","dancer",3.27,1.17,1.10,0.40,1.47,0.78,1.13,0.51,1.17,0.53,1
221,"bailarina","dancer",3.80,1.10,1.27,0.58,1.43,0.68,1.30,0.60,1.23,0.68,1
222,"bala","bullet",1.07,0.37,2.53,1.36,2.73,1.51,4.03,1.30,1.77,1.30,1
223,"balancín","rocker",3.30,1.34,1.10,0.40,1.23,0.50,1.37,0.72,1.10,0.40,1
224,"balanza","balance",1.77,0.97,1.43,1.01,1.63,1.07,1.77,1.07,1.37,0.81,1
225,"balcón","balcony",2.33,1.24,1.13,0.35,1.43,0.68,2.33,1.24,1.13,0.35,1
226,"ballena","whale",3.07,1.23,1.17,0.59,1.67,1.21,2.60,1.38,1.37,0.81,1
227,"baloncesto","basketball",2.20,1.16,1.40,0.97,1.30,0.70,1.20,0.81,1.33,0.96,1
228,"bancarrota","bankrupt",1.00,0.00,2.90,1.63,3.50,1.36,3.50,1.50,1.63,1.22,1
229,"banco","bench",1.63,1.03,2.13,1.31,1.87,1.17,1.73,1.14,1.97,1.22,1
230,"banda","band",2.54,1.40,1.54,0.96,1.29,0.66,1.82,1.02,1.50,0.88,1
231,"bandeja","tray",1.60,0.86,1.10,0.40,1.13,0.43,1.13,0.51,1.40,0.77,1
232,"bandera","flag",2.10,1.12,1.47,0.90,1.40,0.81,1.47,0.73,1.47,0.86,1
233,"banquero","banker",1.33,0.71,3.07,1.39,1.87,1.20,2.13,1.17,2.67,1.21,1
234,"banquete","banquet",3.87,1.17,1.20,0.76,1.20,0.76,1.30,0.70,1.40,0.89,1
235,"bañador","swimsuit",3.10,1.37,1.30,0.70,1.30,0.70,1.47,0.90,1.43,0.82,1
236,"bañera","bathtub",3.00,1.51,1.13,0.43,1.30,0.70,1.43,0.63,1.20,0.48,1
237,"baño","bath",2.47,1.33,1.03,0.18,1.23,0.50,1.20,0.41,2.00,1.26,1
238,"bar","bar",3.07,1.26,1.37,0.76,1.33,0.84,1.23,0.68,1.50,0.82,1
239,"baranda","railing",1.48,0.73,1.22,0.60,1.17,0.49,1.78,1.04,1.26,0.54,1
240,"barbaridad","barbarity",1.27,0.69,2.90,1.30,2.60,1.38,2.53,1.20,2.27,1.17,1
241,"barco","ship",2.47,1.31,1.10,0.31,1.37,0.76,2.13,1.33,1.10,0.31,1
242,"barra","bar",1.60,0.93,1.53,1.01,1.30,0.70,1.53,0.86,1.50,0.86,1
243,"barranco","ravine",1.80,1.32,1.50,0.78,1.90,0.92,2.93,1.36,1.43,0.77,1
244,"barrendero","street cleaner",1.17,0.46,1.03,0.18,1.37,0.81,1.03,0.18,1.50,1.01,1
245,"barril","barrel",1.40,0.97,1.03,0.18,1.07,0.25,1.00,0.00,1.10,0.31,1
246,"bastardo","bastard",1.07,0.25,2.10,1.27,2.23,1.22,1.60,1.04,1.87,1.14,1
247,"basto","coarse",1.53,1.07,1.87,1.14,1.43,0.97,1.37,0.72,2.30,1.18,1
248,"bastón","cane",1.40,0.81,1.30,0.60,2.53,1.33,1.73,0.94,1.13,0.43,1
249,"basura","trash",1.03,0.18,1.17,0.46,1.30,0.70,1.17,0.75,3.90,1.16,1
250,"basurero","garbage collector",1.07,0.25,1.03,0.18,1.37,0.76,1.03,0.18,2.37,1.35,1
251,"bata","coat",2.23,1.41,1.17,0.53,1.23,0.68,1.30,0.88,1.20,0.55,1
252,"bautizo","christening",3.07,1.39,1.40,0.89,1.37,0.93,1.37,0.96,1.40,0.97,1
253,"bayoneta","bayonet",1.24,0.52,2.16,1.40,1.76,1.05,2.60,1.41,1.84,1.03,1
254,"beato","blessed",1.25,0.53,1.04,0.20,1.54,0.88,1.04,0.20,1.00,0.00,3
255,"bebida","beverage",3.30,1.39,1.63,1.16,1.60,0.97,1.53,0.86,1.73,1.11,1
256,"belleza","beauty",3.87,1.22,1.23,0.63,1.57,1.07,1.40,0.86,1.20,0.66,1
257,"bendecir","bless",2.20,1.40,1.23,0.63,1.43,0.90,1.23,0.63,1.57,0.97,1
258,"bendición","blessing",2.50,1.33,1.37,0.72,1.30,0.75,1.17,0.46,1.33,0.92,1
259,"bengala","flare",2.07,1.17,1.50,0.97,1.20,0.66,2.37,1.43,1.10,0.55,1
260,"beso","kiss",4.27,1.14,1.10,0.40,1.47,1.01,1.30,0.70,1.13,0.35,1
261,"bestia","beast",1.23,0.82,2.37,1.45,1.63,1.27,3.30,1.15,1.63,1.13,1
